"NO","PeakID","SampleID","SI","Amplitude","1H(CS)","13C(CS)","1H(LW)","13C(LW)","Designate_PC"
23335,11580,"Dc2.3",59,390955.17,3.981,68.33,20,20,NA
23336,8047,"Dc5.3",62,390948.5,1.916,39.06,10.3,20,NA
23337,5597,"Df4.1",15,390925.29,4.108,75.46,5,20,NA
23338,12047,"Dd2.1",6,390912.71,1.102,57.21,20,20,NA
23339,14844,"Dd3.3",65,390907.92,3.178,77.81,20,20,NA
23340,5925,"Dn5.2",49,390898.68,3.589,64.23,5,5,NA
23341,12845,"Dd3.2",36,390886.1,1.869,38.38,20,20,NA
23342,11742,"Dn3.2",47,390872.4,1.123,17.61,20,20,NA
23343,8545,"Do1.3",80,390850.75,0.711,12.347,10.7,20,NA
23344,13416,"Dn4.3",77,390789.71,1.25,24.87,20,20,NA
23345,13142,"Dd5.2",38,390788.63,4.858,105.16,20,20,NA
23346,15592,"Dn5.1",20,390770.16,3.424,78.75,20,20,NA
23347,13871,"Dc3.2",31,390722.93,3.454,55.43,20,20,NA
23348,10029,"Dc4.1",3,390700.49,4.107,61.23,20,5,NA
23349,9854,"Do7.1",28,390612.63,3.241,77.76,10.5,20,NA
23350,10918,"Df4.3",73,390597.8,4.068,66.31,20,20,NA
23351,9296,"Dn6.3",79,390573,3.604,64.54,20,5,NA
23352,10564,"Df1.2",41,390567.5,1.281,24.81,20,20,NA
23353,13847,"Df4.1",15,390547.87,1.815,29.1,20,20,NA
23354,10297,"Dc5.2",33,390542.72,1.93,32.82,20,20,NA
23355,7363,"Dd7.3",69,390517.76,3.437,65.18,5,20,NA
23356,12644,"Dn6.3",79,390505.43,2.564,44.64,20,20,NA
23357,15279,"Dn3.2",47,390486.65,1.492,32.14,20,20,NA
23358,12497,"Dn6.3",79,390469.8,1.037,16.74,20,20,NA
23359,14417,"Dn1.2",45,390459.21,1.319,22.31,20,20,NA
23360,9074,"Df3.3",72,390404.26,3.688,73.58,19.5,5,NA
23361,5169,"Dd6.3",68,390347.92,3.303,49.59,5,5,NA
23362,15580,"Do7.2",57,390334.6,1.264,25.65,20,20,NA
23363,14041,"Do4.3",83,390241.87,1.107,38.23,20,20,NA
23364,8755,"Do4.1",25,390240.84,3.579,63.93,5,20,NA
23365,14434,"Dn2.3",75,390193.67,1.217,25.18,20,20,NA
23366,15210,"Dn4.1",19,390153.07,1.834,29.1,20,20,NA
23367,9828,"Do5.2",55,390147.87,2.056,20.62,20,20,NA
23368,9763,"Do5.2",55,390133.44,2.877,33.93,11.9,20,NA
23369,14206,"Dc4.1",3,390108.98,1.394,33.65,20,20,NA
23370,11189,"Dn4.1",19,390101.57,3.278,52.64,20,20,NA
23371,8142,"Dn1.2",45,390054.5,3.683,61.81,20,20,NA
23372,13055,"Dc2.3",59,390032.89,4.248,105.08,20,20,NA
23373,13054,"Dn2.1",17,390015.54,4.235,101.92,20,20,NA
23374,10465,"Df1.1",12,390006.83,1.269,20.31,20,20,NA
23375,15716,"Dn3.2",47,389996.62,1.786,32.89,20,20,NA
23376,11463,"Dn6.1",21,389992.94,1.236,28.79,20,20,NA
23377,11242,"Dd7.2",40,389978.13,3.873,73.48,20,20,NA
23378,13701,"Dn5.1",20,389971.6,3.681,79.22,20,20,NA
23379,12915,"Dn2.1",17,389929.61,3.604,62.11,20,20,NA
23380,10843,"Dn4.3",77,389928.02,1.072,10.412,20,20,NA
23381,14284,"Do4.3",83,389922.39,1.158,26.1,20,20,NA
23382,13541,"Dd1.2",34,389898.41,3.984,68.48,20,20,NA
23383,11793,"Df2.1",13,389897.45,5.297,128.07,20,20,NA
23384,14912,"Do6.1",27,389875.01,1.071,25.11,20,20,NA
23385,9304,"Df2.2",42,389859.78,1.114,12.025,15.2,20,NA
23386,15193,"Dn6.3",79,389835.8,6.716,104.92,20,20,NA
23387,12546,"Dn1.3",74,389825.79,3.716,71.01,20,20,NA
23388,7641,"Df2.2",42,389791.99,3.663,64.9,9.8,20,NA
23389,15868,"Dn5.2",49,389785.05,1.704,38.46,20,20,NA
23390,7077,"Dd1.1",5,389776.93,6.987,108.07,7.5,20,NA
23391,14096,"Dn5.1",20,389767.86,1.073,25.21,20,20,NA
23392,11752,"Dd3.3",65,389754.43,1.129,24.96,20,20,NA
23393,15406,"Do3.2",53,389752.2,3.55,62,20,20,NA
23394,8857,"Dn1.3",74,389739.94,1.099,12.031,16.9,20,NA
23395,14297,"Dc3.2",31,389737.62,2.562,37,20,20,NA
23396,13077,"Do5.1",26,389714.92,1.3,38.24,20,20,NA
23397,10003,"Dn3.2",47,389684.19,1.042,11.875,20,20,NA
23398,11934,"Do2.1",23,389663.9,3.486,77.41,20,20,NA
23399,10498,"Dn4.3",77,389652.13,1.376,21.41,20,20,NA
23400,11473,"Df4.1",15,389597.34,7.4,127.3,20,20,NA
23401,8605,"Df1.1",12,389597.28,1.237,14.411,15.8,5,NA
23402,13540,"Dc2.1",1,389595.19,1.828,29.15,20,20,NA
23403,11541,"Dc3.2",31,389557.44,6.725,113.97,20,20,NA
23404,13173,"Dd1.2",34,389556.19,1.14,40.79,20,20,NA
23405,15490,"Dc4.3",61,389538.38,1.176,26.43,20,20,NA
23406,12339,"Dc1.3",58,389509.26,3.265,53.11,20,20,NA
23407,7068,"Dn1.3",74,389482.41,1.186,12.505,6.2,20,NA
23408,11382,"Dd3.2",36,389481.85,6.746,105.06,15.7,20,NA
23409,15648,"Dn5.1",20,389478.11,3.433,75.08,20,20,NA
23410,11030,"Dd1.1",5,389472.36,3.202,52.5,20,20,NA
23411,15396,"Dd2.2",35,389461.69,3.338,62.52,20,20,NA
23412,14328,"Dn6.1",21,389461.4,1.794,29.92,20,20,NA
23413,13663,"Dc4.3",61,389459.21,6.812,116.2,20,20,NA
23414,14416,"Dn1.2",45,389443.59,1.847,26.89,20,20,NA
23415,15331,"Dn4.1",19,389423.89,3.596,74.53,20,20,NA
23416,14439,"Dd2.2",35,389410.54,4.996,93.75,20,14.7,NA
23417,13904,"Do3.3",82,389410.45,3.388,61.89,20,20,NA
23418,6395,"Do2.1",23,389403.18,3.748,73.78,7.9,20,NA
23419,11202,"Dd7.3",69,389385.35,1.894,24.34,20,20,NA
23420,11850,"Df1.1",12,389345.42,5.295,128.07,20,20,NA
23421,6888,"Do3.2",53,389340.96,2.764,35.48,5,20,NA
23422,8695,"Df4.1",15,389305.26,3.475,73.85,15.3,5,NA
23423,13718,"Dd5.1",9,389287.09,3.655,68.53,20,20,NA
23424,12148,"Dd1.1",5,389269.24,7.137,131.36,20,20,NA
23425,12750,"Dd2.2",35,389265.86,1.842,38.37,20,20,NA
23426,15802,"Dn1.2",45,389258.87,3.16,71.45,20,20,NA
23427,12033,"Dn2.3",75,389253.37,1.258,19.78,20,20,NA
23428,10673,"Df1.2",41,389244.5,0.977,21.91,20,20,NA
23429,6179,"Dn1.3",74,389215.87,3.589,64.2,5.2,5,NA
23430,12372,"Df4.1",15,389213.97,0.961,57.42,20,20,NA
23431,13351,"Dn3.2",47,389208.64,3.414,78.28,20,20,NA
23432,13746,"Dd3.2",36,389191.87,1.419,26.78,20,20,NA
23433,6003,"Do3.3",82,389160.18,3.52,64.3,5,20,NA
23434,9547,"Dd7.3",69,389157.06,1.013,14.957,19,5,NA
23435,12549,"Do6.2",56,389148.51,6.766,116.59,20,20,NA
23436,12451,"Dc3.2",31,389119.64,3.45,75.41,20,20,NA
23437,10624,"Do5.2",55,389112.23,3.971,72.47,20,20,NA
23438,15665,"Dn3.2",47,389100.78,4.03,71.81,20,20,NA
23439,15329,"Do5.1",26,389095.29,3.614,65.7,20,20,NA
23440,14214,"Dd3.2",36,389060.39,3.937,68.6,20,20,NA
23441,6959,"Dd4.3",66,389048.79,3.936,57.51,8.9,5,NA
23442,15396,"Dn2.1",17,389033.28,1.825,39.09,20,20,NA
23443,14389,"Dn1.2",45,389014.17,1.41,29.41,20,20,NA
23444,14507,"Do6.1",27,389005.19,3.204,62.54,20,20,NA
23445,13365,"Dd7.3",69,388972.5,3.123,55.32,20,20,NA
23446,11341,"Dd4.3",66,388963.07,7.302,128.9,20,20,NA
23447,12990,"Dn5.2",49,388945.11,3.405,76.77,20,20,NA
23448,12949,"Do2.3",81,388935.07,3.482,77.47,20,20,NA
23449,14809,"Dd3.3",65,388919.27,6.887,120.55,20,20,NA
23450,8714,"Do2.1",23,388918.5,3.431,74.42,20,20,NA
23451,15048,"Dd1.1",5,388905.06,6.818,116.24,20,20,NA
23452,11203,"Dd2.2",35,388879.31,2.378,34.15,20,20,NA
23453,13193,"Dn3.1",18,388878.65,7.011,111.57,20,20,NA
23454,8346,"Df4.1",15,388873.1,3.441,74.42,15.9,20,NA
23455,13466,"Dn3.2",47,388865.5,2.411,39.59,20,20,NA
23456,12696,"Dd3.2",36,388861.33,1.979,32.99,20,20,NA
23457,10498,"Dc5.2",33,388818.87,6.71,117.78,20,20,NA
23458,11037,"Dd5.1",9,388816.78,1.775,25.59,20,20,NA
23459,12576,"Dd7.3",69,388755.13,1.356,34.87,20,20,NA
23460,12355,"Dc2.3",59,388725.86,7.429,127.99,20,20,NA
23461,9197,"Do6.2",56,388719.37,1.026,17.69,16.7,20,NA
23462,13054,"Dd2.2",35,388698.24,1.245,24.02,20,20,NA
23463,9899,"Dn5.2",49,388687.85,5.15,76.68,16.9,20,NA
23464,12020,"Dd7.2",40,388643.02,7.136,131.35,20,20,NA
23465,13774,"Dd5.1",9,388584.83,1.128,40.81,20,20,NA
23466,12167,"Do2.3",81,388567.17,6.951,116.88,20,20,NA
23467,13475,"Dc1.3",58,388518.49,1.072,38.22,20,20,NA
23468,12394,"Dc3.1",2,388508.24,1.349,37.23,20,20,NA
23469,13388,"Dn6.3",79,388490,2.412,35.33,20,20,NA
23470,15125,"Dn3.1",18,388467.46,4.029,71.78,20,20,NA
23471,10920,"Dn3.2",47,388466.34,2.677,61.16,20,20,NA
23472,13461,"Dn3.2",47,388441.51,1.183,40.86,20,20,NA
23473,15110,"Dc3.2",31,388419.84,1.384,33.63,20,20,NA
23474,12533,"Dn1.3",74,388414.14,1.239,25.56,20,20,NA
23475,12298,"Do3.3",82,388393.7,2.613,31.92,20,20,NA
23476,15619,"Dn3.1",18,388391.69,3.544,56.26,20,20,NA
23477,9892,"Do2.1",23,388373.77,2.139,26.4,13.1,20,NA
23478,15350,"Dd2.1",6,388344.15,4.893,73.77,20,20,NA
23479,10769,"Df4.3",73,388293.17,3.204,52.46,20,20,NA
23480,11833,"Do4.3",83,388252.28,0.958,23.41,20,20,NA
23481,14375,"Do1.1",22,388209.8,3.497,75.62,20,20,NA
23482,10608,"Do5.1",26,388200.93,4.395,102.26,20,20,NA
23483,11304,"Do7.1",28,388193.73,6.735,105.35,20,20,NA
23484,12876,"Dc3.1",2,388189.13,3.413,71.88,20,5,NA
23485,13697,"Do2.1",23,388175.51,3.379,62.52,20,20,NA
23486,12602,"Dn3.2",47,388132.91,7.011,111.56,20,20,NA
23487,13906,"Dc3.1",2,388110.92,1.135,24.68,20,20,NA
23488,14932,"Dn1.3",74,388106.41,1.41,29.42,20,20,NA
23489,14324,"Do7.2",57,388083.69,1.392,33.65,20,20,NA
23490,14639,"Dn3.1",18,388048.94,3.946,72.62,20,20,NA
23491,9666,"Dc4.3",61,388021.04,3.318,59.92,13.2,20,NA
23492,6536,"Dn6.3",79,388009.1,5.103,95.62,5.9,20,NA
23493,13693,"Do4.3",83,388008.3,1.61,30.06,20,20,NA
23494,13112,"Dc5.3",62,388003.7,3.516,82.29,20,20,NA
23495,12792,"Do3.3",82,387989.49,3.235,77.81,20,20,NA
23496,12313,"Dc2.1",1,387978.47,1.896,24.24,20,20,NA
23497,10271,"Dd1.1",5,387967.82,3.472,74.98,17.1,20,NA
23498,11927,"Dn6.1",21,387964.68,2.173,46.74,20,20,NA
23499,12379,"Do7.2",57,387951.93,1.786,32.07,20,20,NA
23500,12975,"Dd2.1",6,387936.94,4.049,73.08,20,20,NA
23501,12076,"Do1.3",80,387932.3,1.861,38.32,20,20,NA
23502,13642,"Dn5.2",49,387904.96,1.544,31.9,20,20,NA
23503,10780,"Do2.3",81,387898.49,3.71,69.17,20,20,NA
23504,10810,"Dn3.2",47,387846.1,2.078,48.14,20,20,NA
23505,13034,"Do5.2",55,387845.52,2.41,39.43,20,20,NA
23506,14670,"Do4.3",83,387835.82,3.901,67.58,20,20,NA
23507,12118,"Do6.2",56,387813.58,0.878,51.44,20,5,NA
23508,13356,"Dd6.2",39,387806.06,1.848,29.11,20,20,NA
23509,14287,"Dn5.1",20,387797.2,1.445,23.93,20,20,NA
23510,9413,"Do6.1",27,387785.68,1.026,17.68,17.2,20,NA
23511,13254,"Do1.1",22,387785.41,2.491,41.01,20,20,NA
23512,14684,"Dn4.1",19,387775.01,1.58,31.8,20,20,NA
23513,13479,"Dn3.2",47,387767.8,3.523,76.47,20,20,NA
23514,9594,"Dn6.1",21,387740.22,1.197,21.79,20,20,NA
23515,10845,"Do5.1",26,387726.92,3.855,60.39,20,20,NA
23516,13942,"Dn6.3",79,387721.45,3.566,74.54,20,20,NA
23517,12387,"Dn2.1",17,387711.37,1.116,26.98,20,20,NA
23518,12128,"Dn3.1",18,387692.99,2.555,45.7,20,20,NA
23519,11743,"Dn3.1",18,387686.06,0.986,22.12,20,20,NA
23520,8741,"Dn2.1",17,387683.58,3.316,48.92,5,5,NA
23521,8037,"Dc4.3",61,387682.99,1.237,14.387,12.5,5,NA
23522,7173,"Df1.2",41,387637.07,2.044,28.09,5,5,NA
23523,14315,"Dd1.1",5,387618.08,3.434,63.89,20,20,NA
23524,14891,"Do4.3",83,387571.02,0.962,15.72,20,20,NA
23525,13199,"Dd7.2",40,387570.78,6.977,120.46,20,20,NA
23526,14768,"Dn1.2",45,387563.35,3.378,63.89,20,20,NA
23527,6513,"Dn2.3",75,387519.79,4.04,79.1,5,20,NA
23528,10922,"Df1.2",41,387518.74,4.34,72.51,20,20,NA
23529,13014,"Dc5.2",33,387512.61,3.515,82.29,20,20,NA
23530,13707,"Do1.1",22,387472.36,0.739,22.77,20,20,NA
23531,9106,"Dd3.2",36,387468.06,3.349,73.07,20,20,NA
23532,14929,"Dn4.3",77,387442.79,3.651,56.49,20,20,NA
23533,10057,"Do4.1",25,387425.23,4.388,63.63,16.8,20,NA
23534,12044,"Dd4.3",66,387416.72,1.08,57.2,20,20,NA
23535,13562,"Dn3.2",47,387410.62,3.892,72.64,20,20,NA
23536,10911,"Dn3.2",47,387379.97,2.574,44.63,20,20,NA
23537,15015,"Dn2.3",75,387320.53,2.17,29.07,20,20,NA
23538,13881,"Df1.2",41,387287.18,3.358,68.32,20,20,NA
23539,13184,"Dc4.1",3,387265.51,3.54,66,20,20,NA
23540,11526,"Dd2.1",6,387237.3,3.699,61.17,20,20,NA
23541,12188,"Dd3.3",65,387208.58,0.949,23.54,20,20,NA
23542,10779,"Do4.3",83,387165.79,4.182,63.63,16.7,20,NA
23543,14051,"Df2.2",42,387162.21,0.941,57.93,20,20,NA
23544,6822,"Dn3.1",18,387143.84,3.577,64.15,5,20,NA
23545,15469,"Dd3.3",65,387130.99,4.268,86.87,20,20,NA
23546,12231,"Dn3.1",18,387118.88,0.938,18.01,20,20,NA
23547,13665,"Df1.2",41,387115.66,3.541,72.17,20,20,NA
23548,9094,"Dn6.3",79,387070.94,4.337,104.62,20,20,NA
23549,8590,"Dc2.3",59,387005.02,4.017,55.84,15.9,5,NA
23550,12445,"Dd3.3",65,386974.64,3.671,56.08,20,5,NA
23551,12522,"Dn2.3",75,386948.62,1.77,25.29,20,20,NA
23552,14411,"Do3.2",53,386902.69,1.268,25.73,20,20,NA
23553,12410,"Dn5.2",49,386902.3,4.307,55.86,20,5,NA
23554,12795,"Dd2.2",35,386894.24,2.681,35.31,20,20,NA
23555,11424,"Dn4.1",19,386784.56,5.262,71.65,20,9.1,NA
23556,9800,"Dc4.1",3,386730.01,2.779,38.66,20,20,NA
23557,13854,"Dd3.2",36,386724.88,1.927,20.59,20,20,NA
23558,12997,"Dn5.2",49,386687.93,4.9,102.52,20,20,NA
23559,8588,"Dn1.2",45,386683.66,1.099,12.025,15.2,20,NA
23560,9939,"Dc4.3",61,386680.52,1.56,24.03,20,20,NA
23561,13297,"Dd2.2",35,386667.3,3.3,75.35,20,20,NA
23562,14720,"Do3.3",82,386657.73,3.548,74.46,20,20,NA
23563,11294,"Dc3.1",2,386641.9,6.725,113.97,20,20,NA
23564,8556,"Do5.1",26,386613.17,4.338,72.45,18.6,5,NA
23565,12275,"Dd2.2",35,386590.44,4.051,73.08,20,20,NA
23566,12928,"Do3.3",82,386578.02,4.17,66.03,20,20,NA
23567,13825,"Do1.3",80,386573.56,3.291,74.61,20,20,NA
23568,14931,"Dn4.3",77,386572.8,3.732,61.27,20,20,NA
23569,8706,"Dc2.3",59,386561.37,3.962,61.5,20,20,NA
23570,11743,"Do4.3",83,386553.83,3.469,64.33,20,20,NA
23571,15769,"Dn2.1",17,386544.93,1.166,31.52,20,20,NA
23572,12277,"Dd2.1",6,386544.25,1.961,32.88,20,20,NA
23573,14587,"Do4.1",25,386531.29,1.157,26.07,20,20,NA
23574,14668,"Dn3.2",47,386508.62,1.436,31.45,20,20,NA
23575,14243,"Df3.1",14,386491.97,3.647,56.38,20,20,NA
23576,9641,"Df2.2",42,386470.88,4.11,69.49,20,5,NA
23577,12790,"Dc2.3",59,386446.69,1.357,37.22,20,20,NA
23578,10877,"Dc1.3",58,386443.97,0.938,47.02,20,5,NA
23579,9524,"Dd7.2",40,386443.82,0.864,21.42,18.7,20,NA
23580,15434,"Df2.2",42,386437.14,3.223,71.7,20,20,NA
23581,11992,"Do5.2",55,386392.47,4.404,99.91,20,20,NA
23582,11522,"Dn4.3",77,386364.56,1.168,20.71,20,20,NA
23583,8070,"Do7.1",28,386330.96,3.734,56.66,10.7,20,NA
23584,9521,"Dn5.2",49,386276.34,0.714,12.433,13.3,20,NA
23585,10656,"Df3.1",14,386275.45,3.528,60.7,18.7,20,NA
23586,7491,"Dd4.3",66,386243.03,7.17,130.73,10.8,20,NA
23587,14639,"Dc4.3",61,386168.51,3.723,71.89,20,20,NA
23588,12820,"Dn5.1",20,386166.6,0.806,15.21,20,20,NA
23589,13355,"Dd5.1",9,386080.75,1.84,38.34,20,20,NA
23590,13789,"Do5.1",26,386073.56,2.535,41.01,20,20,NA
23591,10851,"Dn1.3",74,386043.72,3.77,60.27,20,20,NA
23592,13415,"Do5.2",55,386043.61,1.918,30.5,20,20,NA
23593,12025,"Df4.3",73,386029.73,3.243,53.89,20,20,NA
23594,6321,"Df3.3",72,386025.07,2.546,30.8,5,9,NA
23595,12200,"Dn2.3",75,386023.12,2.012,41.72,20,20,NA
23596,12289,"Dc1.1",0,385982.92,0.9,51.46,20,5,NA
23597,12329,"Dd6.2",39,385982.33,1.101,57.21,20,20,NA
23598,14808,"Dc5.2",33,385915.16,3.552,75.32,20,20,NA
23599,9529,"Dn5.1",20,385901.28,1.239,25.51,20,20,NA
23600,13536,"Do6.1",27,385876.8,7.338,130.09,20,20,NA
23601,11964,"Do1.3",80,385868.6,0.959,15.59,20,20,NA
23602,11465,"Df4.1",15,385859.24,3.856,60.4,20,20,NA
23603,15904,"Dd3.2",36,385833.95,3.364,62.5,20,20,NA
23604,13987,"Dn4.3",77,385826.85,3.525,72.22,20,20,NA
23605,14418,"Dn6.3",79,385818.11,5.061,93.75,20,20,NA
23606,13770,"Dd1.2",34,385811.36,1.469,32.89,20,20,NA
23607,14183,"Dd1.1",5,385811.03,1.579,25.14,20,20,NA
23608,13659,"Dc1.3",58,385769.58,3.304,75.33,20,20,NA
23609,10470,"Dd2.2",35,385765.19,0.866,21.42,20,20,NA
23610,13525,"Dd5.2",38,385760.72,1.081,38.2,20,20,NA
23611,11220,"Dn5.1",20,385744.62,2.565,46.94,20,20,NA
23612,10078,"Do7.2",57,385742.26,3.241,77.75,11.4,20,NA
23613,13981,"Dn5.2",49,385727.14,1.287,28.68,20,20,NA
23614,11679,"Do2.3",81,385720.33,6.822,116.17,20,20,NA
23615,7923,"Dn4.3",77,385715.26,3.387,74.76,9.8,20,NA
23616,9539,"Dc2.3",59,385703.42,2.8,39.28,9.7,20,NA
23617,10646,"Dn5.2",49,385674.76,1.161,16.08,20,20,NA
23618,15219,"Do6.2",56,385664.53,3.607,62.53,11.1,20,NA
23619,15862,"Df1.2",41,385633.82,3.311,76.27,20,20,NA
23620,13505,"Do2.3",81,385625.79,4.118,72.24,20,20,NA
23621,11226,"Dn5.1",20,385604.82,2.075,48.14,20,20,NA
23622,15819,"Dn3.2",47,385590.6,3.948,72.71,20,20,NA
23623,13119,"Dd1.1",5,385568.1,1.781,25.61,20,20,NA
23624,10064,"Do2.3",81,385558.46,2.208,31.7,20,20,NA
23625,11060,"Df2.1",13,385537.87,0.866,21.42,20,20,NA
23626,6969,"Dn1.2",45,385533.74,1.186,12.496,6,20,NA
23627,13634,"Dc5.2",33,385511.85,3.536,61.25,20,20,NA
23628,15195,"Dn4.1",19,385495.29,1.96,36.97,20,20,NA
23629,14900,"Do5.1",26,385490.61,1.233,25.35,20,20,NA
23630,9017,"Dn6.1",21,385481.72,1.13,14.743,20,20,NA
23631,7696,"Dn5.1",20,385438.65,5.166,79.64,9,5,NA
23632,8176,"Df1.1",12,385421.21,5.173,102.6,11.6,20,NA
23633,13460,"Dc5.3",62,385418.2,1.353,27.62,20,20,NA
23634,6368,"Do3.3",82,385380.29,5.129,72.72,6.7,10.9,NA
23635,12178,"Dd2.2",35,385296.56,1.364,34.87,20,20,NA
23636,11400,"Dd2.2",35,385276.5,3.732,71.36,9.8,20,NA
23637,10665,"Dc3.1",2,385263.75,1.125,19.51,20,20,NA
23638,13960,"Dn5.1",20,385258.18,1.617,22.6,20,20,NA
23639,13317,"Dd3.2",36,385225.44,1.49,21.95,20,20,NA
23640,15540,"Do1.1",22,385194.52,1.198,30.76,20,20,NA
23641,14977,"Dd4.1",8,385161.71,3.59,61.52,20,20,NA
23642,12412,"Df2.2",42,385161.4,7.342,108.1,20,20,NA
23643,11704,"Do2.3",81,385135.96,2.482,26.37,17.8,5,NA
23644,13123,"Do3.3",82,385120.72,1.156,40.37,20,20,NA
23645,14803,"Dn4.1",19,385093.03,1.111,29.85,20,20,NA
23646,6573,"Dn6.1",21,385076.61,5.103,95.62,5.9,20,NA
23647,7425,"Do7.1",28,385066.28,3.467,74.88,5.5,20,NA
23648,12764,"Do4.1",25,385062.12,3.628,56.42,20,20,NA
23649,9862,"Df2.2",42,385056.1,3.628,51.64,20,5.9,NA
23650,13290,"Dn4.1",19,385017.61,1.948,32.89,20,20,NA
23651,11027,"Dc4.1",3,385003.89,6.64,103.49,20,20,NA
23652,12872,"Do7.2",57,384987.81,1.06,30.53,20,20,NA
23653,9072,"Dc5.2",33,384979.26,6.707,105.54,20,16.1,NA
23654,14403,"Dc3.1",2,384936.92,2.564,37,20,20,NA
23655,14288,"Df2.2",42,384916.6,0.98,18.47,20,20,NA
23656,13980,"Dd5.2",38,384909.54,3.121,77.72,20,20,NA
23657,6422,"Dn5.1",20,384879.88,2.12,12.718,5.4,16.8,NA
23658,10259,"Dn4.3",77,384871.18,3.527,73.24,20,20,NA
23659,12080,"Dc5.2",33,384864.97,4.206,64.61,20,20,NA
23660,7567,"Do5.1",26,384850.78,3.366,76.09,5,20,NA
23661,13574,"Do1.3",80,384807.65,6.952,116.92,20,20,NA
23662,13389,"Dc5.2",33,384804.99,3.929,72.25,20,20,NA
23663,7112,"Df2.2",42,384786.64,3.751,71.22,10,20,NA
23664,6657,"Dn3.1",18,384748.54,3.2,54.54,5,20,NA
23665,12414,"Dn5.2",49,384686.55,0.805,15.21,20,20,NA
23666,14705,"Dn6.3",79,384618.9,0.995,16.97,20,20,NA
23667,10009,"Do2.3",81,384607.62,4.029,84.37,15.4,20,NA
23668,12926,"Do6.1",27,384606.97,3.768,64.85,20,5,NA
23669,14098,"Dc3.1",2,384604.18,1.823,29.14,20,20,NA
23670,13999,"Dn1.3",74,384591.51,3.86,72.16,20,20,NA
23671,13086,"Df4.3",73,384573.76,0.935,21.81,20,20,NA
23672,11630,"Dn4.3",77,384515.09,3.787,75.43,20,20,NA
23673,14392,"Dn4.1",19,384508.14,1.458,22.02,20,20,NA
23674,11227,"Dn5.2",49,384491.61,2.076,48.13,20,20,NA
23675,12162,"Dd2.2",35,384487.31,1.105,57.21,20,20,NA
23676,12249,"Dd5.2",38,384370.45,5.018,73.91,20,20,NA
23677,5790,"Dn4.1",19,384362.41,4.115,75.52,5,20,NA
23678,9470,"Dc1.1",0,384312.4,3.441,63.79,20,20,NA
23679,9845,"Dn2.3",75,384282.47,4.578,85.86,19.5,20,NA
23680,14917,"Dc2.3",59,384277.12,1.068,25.11,20,20,NA
23681,12365,"Dn2.1",17,384240.36,2.029,40.8,20,20,NA
23682,12497,"Dn3.1",18,384208.11,1.975,33.49,20,20,NA
23683,11165,"Dn6.1",21,384203.1,3.896,79.12,20,20,NA
23684,11992,"Dn6.3",79,384182.99,0.895,20.39,20,20,NA
23685,15259,"Dn5.2",49,384182.64,1.879,41.93,20,20,NA
23686,15377,"Dn4.3",77,384176.16,1.745,30.58,20,20,NA
23687,13045,"Do7.2",57,384144.14,3.267,74.75,20,20,NA
23688,8519,"Do7.1",28,384129.35,4.369,63.33,13.1,20,NA
23689,14568,"Dn2.1",17,384116.5,1.045,38.3,20,20,NA
23690,11218,"Dn6.1",21,384058.87,1.222,25.35,20,20,NA
23691,14692,"Dd3.3",65,384008.01,3.483,55.23,20,20,NA
23692,11196,"Do3.3",82,383998.17,6.722,104.33,20,20,NA
23693,9345,"Do5.2",55,383993.54,4.184,87.94,19.9,20,NA
23694,14359,"Dn6.3",79,383983.36,3.395,66.26,20,20,NA
23695,10551,"Dd7.2",40,383966.08,4,65.11,20,5,NA
23696,11279,"Dd7.2",40,383965.21,0.941,47.03,20,16.7,NA
23697,10749,"Do1.1",22,383947.73,3.513,64.61,20,20,NA
23698,13624,"Dd4.3",66,383926.78,6.769,120.47,20,20,NA
23699,9057,"Dc5.2",33,383911.57,4.876,100.42,14.1,20,NA
23700,14545,"Dn5.1",20,383908.43,1.287,28.66,20,20,NA
23701,9417,"Dd7.2",40,383882.83,1.014,14.946,18.9,5,NA
23702,12650,"Dd6.2",39,383881.77,3.533,63.77,20,20,NA
23703,10038,"Do1.1",22,383879.54,4.204,67.76,20,20,NA
23704,14808,"Dn5.1",20,383831.16,1.488,31.14,20,20,NA
23705,9696,"Do2.3",81,383820.36,3.183,41.46,15.7,20,NA
23706,9405,"Dn3.1",18,383817.87,2.136,42.53,20,20,NA
23707,13901,"Dn6.1",21,383805.35,3.746,68.6,20,20,NA
23708,12935,"Do7.1",28,383774.68,6.956,116.95,20,20,NA
23709,11888,"Df4.1",15,383752.42,1.17,17.8,19.2,20,NA
23710,13845,"Dc3.2",31,383735.73,1.823,29.15,20,20,NA
23711,12438,"Dn2.1",17,383729.44,3.26,75.13,20,20,NA
23712,15284,"Dn5.2",49,383714.37,1.287,22.22,20,20,NA
23713,12893,"Dn2.1",17,383698.98,3.897,76.82,20,20,NA
23714,11657,"Dd4.3",66,383684.4,7.113,112.29,20,20,NA
23715,15321,"Dn5.2",49,383682.43,3.425,78.81,20,20,NA
23716,10771,"Df4.1",15,383665.01,3.204,52.46,20,20,NA
23717,8405,"Dc2.3",59,383603.04,2.782,38.21,8.2,20,NA
23718,10031,"Dc1.3",58,383558.15,2.118,27.54,20,5,NA
23719,7912,"Df2.2",42,383537.08,3.432,74.45,11.3,20,NA
23720,12888,"Dn3.1",18,383519.46,4.768,75.28,20,20,NA
23721,12903,"Dd2.2",35,383519.01,3.238,53.9,20,20,NA
